Associate ID,Email triggered date
154308,12-Apr-21
154351,13-Dec-21
154352,16-Aug-21
154368,15-Sep-21
154395,19-Jan-21
154444,25-Apr-22
154451,17-Jun-21
154509,17-Aug-21
154511,13-Sep-21
154531,04-Apr-22
154532,19-Apr-22
154544,21-Oct-21
154572,01-Feb-21
154581,26-Aug-21
154597,02-Mar-22
154657,19-Jan-21
154676,20-Oct-21
154712,12-Oct-21
154739,15-Mar-22
154743,01-Oct-21
154768,22-Feb-22
154781,08-Jun-21
154811,09-Apr-21
154827,03-Nov-21
154916,12-Jul-21
155026,15-Dec-21
155088,15-Jan-21
155108,01-Jun-21
155160,23-Nov-21
155164,03-Sep-21
155276,07-Jun-21
155277,05-May-21
155289,17-May-21
155292,06-Aug-21
155305,10-Aug-21
155314,19-Jul-21
155342,25-Aug-21
155384,16-Feb-22
155396,17-Sep-21
155414,25-Apr-22
155480,10-Mar-22
155499,14-Feb-22
155572,30-Jun-21
155574,22-Dec-21
155584,06-Sep-21
155636,24-May-21
155654,16-Dec-21
155702,13-Jan-22
155707,27-Dec-21
155709,21-Jun-21
155715,28-Jul-21
155728,13-Sep-21
155732,26-Aug-21
155735,07-Jul-21
155757,28-Jan-21
155763,03-Feb-22
155764,28-Jan-21
155774,16-Dec-21
155960,02-Dec-21
155978,22-Feb-22
155993,02-Mar-21
156023,14-Jul-21
156065,25-Oct-21
156080,24-Sep-21
156137,02-Feb-21
156157,11-Aug-21
156163,14-Sep-21
156176,11-Jan-21
156203,05-Aug-21
156210,15-Mar-22
156234,07-Jan-21
156235,27-Sep-21
156275,09-Nov-21
156348,12-Jul-21
156359,10-Feb-22
156403,12-Jan-21
156412,07-Jul-21
156413,30-Mar-22
156451,24-May-21
156546,02-Mar-22
156565,07-Oct-21
156609,25-Jan-22
156628,25-Aug-21
156631,30-Jun-21
156754,23-Dec-21
156827,29-Sep-21
156975,25-Oct-21
157011,08-Nov-21
157061,17-Aug-21
157094,19-Apr-21
157407,01-Sep-21
157480,24-Mar-21
157558,02-Mar-22
157611,22-Apr-21
157634,03-Jan-22
157681,13-Apr-22
157685,20-Aug-21
157691,07-Dec-21
157693,03-Sep-21
157701,02-Mar-22
157730,29-Jan-21
157768,15-Mar-22
157981,16-Jun-21
158022,22-Feb-22
158071,03-Jan-22
158102,13-Jul-21
158136,25-Mar-21
158138,20-Jan-21
158149,25-Aug-21
158163,13-Jul-21
158378,09-Nov-21
158394,20-Dec-21
158460,21-Apr-21
158472,01-Feb-21
158477,25-Apr-22
158489,21-May-21
158491,13-Jan-22
158493,19-Jul-21
158516,26-Jul-21
158597,22-Oct-21
158609,25-Apr-22
158612,24-Nov-21
158617,10-Nov-21
158635,22-Feb-22
158637,17-Mar-21
158687,16-Dec-21
158696,25-Nov-21
158713,15-Nov-21
158720,12-May-21
158736,11-Jan-22
158747,23-Mar-22
158778,14-Dec-21
158818,20-Jul-21
158820,19-Oct-21
158970,04-Aug-21
158971,28-Jul-21
158998,03-Aug-21
159028,22-Apr-21
159075,07-Feb-22
159189,05-Jan-22
159208,02-Jun-21
159211,14-Feb-22
159233,20-May-21
159257,29-Mar-22
159265,22-Nov-21
159272,24-Jan-22
159297,08-Apr-21
159385,18-Mar-21
159398,01-Oct-21
159492,17-Aug-21
159504,04-Aug-21
159522,06-Jan-22
159660,15-Apr-21
159763,25-Apr-22
159841,09-Aug-21
159877,02-Jun-21
159939,31-Jan-22
159980,18-Jan-21
160041,25-Apr-22
160073,15-Mar-21
160121,08-Feb-22
160136,20-Apr-21
160142,26-Nov-21
160147,12-Mar-21
160153,29-Mar-22
160163,31-Mar-21
160216,22-Mar-22
160228,08-Oct-21
160300,10-Mar-21
160472,05-Aug-21
160530,19-Oct-21
160564,06-Jan-22
160629,07-Apr-21
160671,16-Jul-21
160687,25-Mar-21
160797,07-Jul-21
160882,31-Mar-21
160884,30-Sep-21
161010,09-Mar-21
161046,04-May-21
161088,29-Mar-22
161145,06-Sep-21
161155,01-Dec-21
161232,20-Jul-21
161254,12-Apr-22
161269,18-Nov-21
161293,18-Aug-21
161344,20-Jul-21
161406,04-Aug-21
161410,23-Mar-22
161428,11-Aug-21
161503,01-Apr-21
161504,21-Oct-21
161514,13-Aug-21
161526,08-Apr-22
161561,29-Mar-21
161600,14-Jul-21
161608,31-Aug-21
161619,29-Jul-21
161718,26-Mar-21
161761,27-Sep-21
161799,04-Feb-21
161808,05-Jul-21
161813,21-Feb-22
161823,06-Apr-22
161900,19-Oct-21
161954,23-Dec-21
161962,16-Mar-22
161986,01-Oct-21
162015,26-Jul-21
162121,24-Jan-22
162185,06-Jan-22
162328,24-Mar-22
162332,24-Feb-21
162337,14-Oct-21
